username,video_id,title,webpage_url,upload_date,timestamp,duration,view_count,like_count,comment_count,repost_count,thumbnail,collected_at
sierrenataraa,7623247376177827102,I wanna cut my hair to fit my better #fyp #curlyhair #diyhaircut ,https://www.tiktok.com/@sierrenataraa/video/7623247376177827102,20260331,1774925606,79,6460,262,4,9,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o4NgoBacVAAI2iABCi3t3VlI1ELCPBsK6RvtI~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=6YPQbSIcCKSMKFtTl1SjUQkvyUg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7618017714421959967,recent pics from Puerto Rico 🌺🏝️ I miss it sm #fyp #puertorico #sprin...,https://www.tiktok.com/@sierrenataraa/video/7618017714421959967,20260317,1773707977,29,6844,550,11,12,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-i-photomode-tx2/a1d88b51e477493e9643f17532a68c32~tplv-photomode-image.jpeg?dr=9616&x-expires=1777748400&x-signature=%2FbLFhYmZnYnCGnXGLmfi%2F2i1Oro%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5&ftpl=1,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7615027513256938782,PARTY AT THE BEACH (bnb) 😂🔥🏖️ @hudsengreer✝️ #fyp #dance ,https://www.tiktok.com/@sierrenataraa/video/7615027513256938782,20260308,1773011775,14,7494,267,1,7,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o8KEGAw0IflEVqrBQuGDfEQRH3AFAygAsh2pIh~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=5rJ1PoCAS8M8mpMZZvFBHDVvZwk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7613101625728617759,suit from @I.AM.GIA (dc@Jean-Victor) #fyp #dance #puertorico ,https://www.tiktok.com/@sierrenataraa/video/7613101625728617759,20260303,1772563368,15,7711,421,11,20,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o0C5GuIAqMAiYi5KquIY80fJNVB4iAGIjB60zn~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=Xx%2FjnAjuD9O8CQ%2BtL9M0EPl2Wh8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7612715574010940703,puerto ricooo @Queen 🌴🍹,https://www.tiktok.com/@sierrenataraa/video/7612715574010940703,20260302,1772473510,10,6150,331,8,16,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o0VIq85LkALjMkOQEdPQAFCqmISXQCffTfYhGN~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=JNp3IWdRaKFZf1Rf0tUXbCYNbos%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7609536366690585887,I need to take a @Natalie ☯️ class 🔥 #fyp #dance ,https://www.tiktok.com/@sierrenataraa/video/7609536366690585887,20260222,1771733270,49,14400,1131,22,23,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oIGgsIjAsIgNPLQIeqIeO6xTve0yCjAEaTIPAI~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=o5yxzIPW82lXzBIrZryXTUmvPnE%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7607262382678641951,maybe next year 😅 #fyp ,https://www.tiktok.com/@sierrenataraa/video/7607262382678641951,20260216,1771203818,7,18900,1628,10,58,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oc7bQCBQ0Oi4X1bSAwiiAYB6CyAIDuUII3fOqT~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=M%2FFtO7UHPnPsd62AruboTu288CE%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7606912979283594526,valentine’s vibesss🕺🏽❣️#fyp #dance ,https://www.tiktok.com/@sierrenataraa/video/7606912979283594526,20260215,1771122460,7,16000,1299,5,26,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oMyICJhaiiA05yCAIIKBqIw7JVLtc70RFivfAx~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=WYrpjS%2F4vOjH4NLGMXLu%2BpQIfnA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7606905126233623839,happy valentine’s day 💕 @MOTEL #motelrocks #wheredoyoufindromance ,https://www.tiktok.com/@sierrenataraa/video/7606905126233623839,20260215,1771120635,7,9538,456,4,6,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o4e4TJZURFQLqyUgJgyfCnA0oQeAfmNcGRGiIM~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=NVwxiacUPYeIWMD%2BP8Wx0P7AyHI%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7606900111838367007,i’m thinkin that I love her (me) @MOTEL #motelrocks #wheredoyoufindro...,https://www.tiktok.com/@sierrenataraa/video/7606900111838367007,20260215,1771119463,6,8597,444,6,10,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oAZRfpzAirMRAij25CVIHAEIYfLkBVB9EI2PRl~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=i8mkV8YhdRkzUxnEIlu1fto2qcI%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7604629904713436446,night on the town ✨  #fyp #michaeljackson #foryou ,https://www.tiktok.com/@sierrenataraa/video/7604629904713436446,20260208,1770590900,11,15700,1158,13,25,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/osYzIfeGqIxRjvTIfExLWEiiJCrAHIKkLAqBIA~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=FgwcimDij6V5IjxFVT%2BYKO1pT7o%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7603145765103422750,i’m talkin’ bout… OOH! @Young Nudy #fyp #dance #youngnudy ,https://www.tiktok.com/@sierrenataraa/video/7603145765103422750,20260204,1770245334,15,17500,1313,16,30,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o0PefADg0mMEbFR0pLBnwBVEAQ0HBNGQUm68ED~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=c5scnfAze1CUGMYrXGhF4Mqra74%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7593469937511894303,to play the PlayStation with Little Uzi??😂 #fyp #dance #uzi #carti ,https://www.tiktok.com/@sierrenataraa/video/7593469937511894303,20260109,1767992517,14,43900,3162,37,134,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oIqpwEfjYgv6I21IIStABmGmLFeCACYeDgDCrT~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=se8NWU3PZqmL6qMLMoPyjImxhcs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7593116597670202655,gotta go to another asap #fyp #vlog #timberwolves ,https://www.tiktok.com/@sierrenataraa/video/7593116597670202655,20260108,1767910234,78,34500,524,11,11,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o0Ax7ECMpETwKSAfADBplFJYFAsIVIfR1EV5gn~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=OjzPc0mxiwju9ZJ4zLanrtHc18U%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7593052135915392287,here’s a draft I didn’t have time to finish the other day 🫠 #fyp #dan...,https://www.tiktok.com/@sierrenataraa/video/7593052135915392287,20260108,1767895232,7,162700,18800,64,411,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o4AvDfvVIEsqQM81XBSAFCrfQrjfAvz0CILy9B~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=ZIow7FvzoF20XUt%2B5Yev2xTVr24%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7592831488329043230,not stopping until Uzi comments 😂@Lil Uzi Vert #fyp #dance #uzi fit f...,https://www.tiktok.com/@sierrenataraa/video/7592831488329043230,20260108,1767843855,15,212100,23200,135,685,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oogIY6SQfBAGbCYKAtqBkeIDLIAjSBvREweG0Q~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=JoXnkxwu07XzThCrAvJ5sukg06U%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7591618625379863838,dancing in ski’s is harder than I thought 😂 #fyp #liluzivert #uzi,https://www.tiktok.com/@sierrenataraa/video/7591618625379863838,20260104,1767561476,15,145000,14500,43,272,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o0a4s99CIIVAQqbf2JIAkuB0ClniiiuWAAzx2r~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=%2F0hdevbYymVLQitpWZCVzvD%2FObQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7591273384059669791,yes i’m sweating 😂😭 #fyp #dance ,https://www.tiktok.com/@sierrenataraa/video/7591273384059669791,20260103,1767481091,19,89600,6202,43,226,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oItwZAz2MqAWTiI09riPiAAC5naXfOIqIsB2CA~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=x3dXJ78gflNk7beg%2FuIR27eiDno%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7591233170348002591,I turned 21 and I’m so excited for my next chapter ✨ #fyp #birthday ,https://www.tiktok.com/@sierrenataraa/video/7591233170348002591,20260103,1767471728,35,44400,1005,22,49,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-i-photomode-tx2/b87da168242342dc8feffb866e382813~tplv-photomode-image.jpeg?dr=9616&x-expires=1777748400&x-signature=TGIj2blQxV8K80bTASzyimIqcTY%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=9b759fb9&idc=useast5&ftpl=1,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7590218241444728095,HAPPY NEW YEAR ✨⭐️ @Lil Uzi Vert #fyp #liluzivert #newyears ,https://www.tiktok.com/@sierrenataraa/video/7590218241444728095,20260101,1767235410,15,560000,78000,313,1965,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o01IQiPRalNAp8jIXCqVBlERHBE5VVM43dAiB~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=K%2FK9Q1iH%2FveBt9bT05sWxL7KCtU%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7590163175182535966,so grateful for such an amazing year🩷 #fyp #newyears #2025 ,https://www.tiktok.com/@sierrenataraa/video/7590163175182535966,20251231,1767222596,17,42300,386,8,4,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oIOVItiQ0IqiCbi6rAqi1NYiIYBBWWANtAfHUp~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=MafNA9V4eBBiGGQ2rGnMrniah5Y%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7589094914751745311,gotta love Minnesota ❄️ #fyp ,https://www.tiktok.com/@sierrenataraa/video/7589094914751745311,20251229,1766973871,12,127900,11300,116,566,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o4tRy3AqfAIHQA57BBI00bAt4iiqiCoiZPBIs6~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=WoYNu9Af7Yo0PBdAF6bmpZSnTjU%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7589087369584725279,BLIZZARD VIBES 😅❄️ #uzi @Lil Uzi Vert ,https://www.tiktok.com/@sierrenataraa/video/7589087369584725279,20251229,1766972116,15,489900,69600,241,2260,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/osS1IRXIAGIaPAvtj2vCeLtmTIqyPIzfj7ofVA~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=FmtkWQgZ%2Bgz%2B9bAhHzdciXRDetI%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7588640536647568671,cus she foreign🏌🏽‍♀️ #fyp #uzi ,https://www.tiktok.com/@sierrenataraa/video/7588640536647568671,20251227,1766868082,12,391200,48300,107,1039,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/ocQ9iYfBqI43IF0CpR5SxqJCQAHAwiI8iA5yIA~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=%2Bysd08L1C3LVk%2FK3VffWIypTWUw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7587981398661762335,thank you Uzi 🙏🏽 #fyp #merrychristmas ,https://www.tiktok.com/@sierrenataraa/video/7587981398661762335,20251226,1766714617,15,2000000,306400,1044,10000,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oIdfgIqjmIa9fkMrIVAXSmfAg8sxS3QCNDmP3A~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=Do6nFfz8nkAopwtDAQwetetGud0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7587979466756967711,this sound is so satisfying (dc@sadie) #fyp #merrychristmas ,https://www.tiktok.com/@sierrenataraa/video/7587979466756967711,20251226,1766714168,15,62700,1579,20,38,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oEIzNAckvqAn0iI0BpifiAArD6ZmWKIrIvB1CJ~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=bAAszXkVPa6tsMElyMx%2B1Bump9k%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7587179715291532575,editing the tutorial rn! #fyp #braidedhairstyles #curlyhair ,https://www.tiktok.com/@sierrenataraa/video/7587179715291532575,20251223,1766527947,35,48900,1687,48,74,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o0kIRiLleQGeNUDAQ22AeBIKSWQpjAcIqN5iJC~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=KL29N3w0XFdMpV7XeOCpGYWYRvM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7586881349504503071,finally back to normal since my wisdom teeth surgery #fyp,https://www.tiktok.com/@sierrenataraa/video/7586881349504503071,20251223,1766458486,14,34000,786,9,10,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o4exBf9cDExpFFtEUKEBgqQHSBVQiI5A9gRHJA~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=MTsF3Fke3sDgPrHIaO2Sus7QfCY%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7583927222457666846,holiday fits secured thanks to @Edikted!🎄🤍 #edikted #ediktedad #chris...,https://www.tiktok.com/@sierrenataraa/video/7583927222457666846,20251215,1765770676,30,27800,237,11,2,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oo1QAufQvULhQWkSOLwPR9IYfGebecACGEFVRU~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=5jJKabbVTdFQXYtHRkrYgfuoee8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7583768798826646815,just taking it one day at a time #walkandtalk #positivity #fyp ,https://www.tiktok.com/@sierrenataraa/video/7583768798826646815,20251214,1765733787,132,26100,877,14,27,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oMX9i7APfAQufMxPEDRp9zBC6EEVFEdrhvkQEy~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=Aq%2F3RP8BKqReF12t2%2F5A6umP%2Fas%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7582794113595034910,LMU appreciation post cus first semester is over #fyp #lmu #college ,https://www.tiktok.com/@sierrenataraa/video/7582794113595034910,20251212,1765506851,28,36600,1925,16,92,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o8ZDQIfEoAdySfmqAQC0jjAl7RQXFRIaDoZvf2~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=yCTl97tUctqyqG%2BILerwKMuHUz8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7578592966046911774,Go get this set rn! Use code “sierrenotsierra10” for another 10% off!...,https://www.tiktok.com/@sierrenataraa/video/7578592966046911774,20251130,1764528695,26,20000,381,13,13,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oUciIqwEiBAjkncknkiwiI0BwCHApAalIcf0si~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=gNH79d7LcFSgPNL0Y4RoeZBpNuk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7578360526955089182,back home @️ @Dane #fyp #siblings ,https://www.tiktok.com/@sierrenataraa/video/7578360526955089182,20251130,1764474575,15,19600,656,7,36,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oEi9t7F0lA1qizlAi5gdEIvAqFrfIOqyCmXAIB~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=JGrrcwuXWy05s6pINJ7jmoXuTlc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7577928584166133022,limited time only! use code “sierrenotsierra10” for another 10% off! ...,https://www.tiktok.com/@sierrenataraa/video/7577928584166133022,20251128,1764374006,69,10100,93,3,1,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/ocRI0aofQtpIqkVCfUgGeI8jaPALBYGA8ZKSQC~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=9R55nJGOyKXpCdjmzrbYu48oMzU%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
sierrenataraa,7577813282430487838,first curly cut with @Genesis Curlz !! #fyp #curlycut ,https://www.tiktok.com/@sierrenataraa/video/7577813282430487838,20251128,1764347179,14,11200,207,10,8,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/og0lU4azIZOrAI5CITmpGiAHBIiS0qf8vAGBai~tplv-tiktokx-origin.image?dr=9636&x-expires=1777748400&x-signature=okcGYEzCgdhFi6Rv%2Fa73oPJEU74%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5,2026-04-30T19:46:30.412734+00:00
